AAAAMMJJ,RR,TNTXM,TNTXM_moy_mois,GLOT_moy_mois
19951221,11.2,5.5,1.80967741935484,199.612903225806
19951222,14.2,10.2,1.80967741935484,199.612903225806
19951223,8.6,10.8,1.80967741935484,199.612903225806
19951224,0.2,3.1,1.80967741935484,199.612903225806
19951225,0,1.3,1.80967741935484,199.612903225806
19951226,0,0.2,1.80967741935484,199.612903225806
19951227,0,-2,1.80967741935484,199.612903225806
19951228,0,-3.9,1.80967741935484,199.612903225806
19951229,0,-3.7,1.80967741935484,199.612903225806
19951230,4.4,-1.3,1.80967741935484,199.612903225806
19951231,0.4,1.5,1.80967741935484,199.612903225806
19960101,0,2.9,2.11935483870968,266.516129032258
19960102,0,1.5,2.11935483870968,266.516129032258
19960103,0,0.1,2.11935483870968,266.516129032258
19960104,0,0.6,2.11935483870968,266.516129032258
19960105,0.8,0.9,2.11935483870968,266.516129032258
19960106,6.8,4.2,2.11935483870968,266.516129032258
19960107,0.2,6.3,2.11935483870968,266.516129032258
19960108,0,7.7,2.11935483870968,266.516129032258
19960109,1.8,7.1,2.11935483870968,266.516129032258
19960110,7.4,8,2.11935483870968,266.516129032258
19960111,2.2,7.1,2.11935483870968,266.516129032258
19960112,0,7.8,2.11935483870968,266.516129032258
19960113,0,6.9,2.11935483870968,266.516129032258
19960114,0,7,2.11935483870968,266.516129032258
19960115,0,4.9,2.11935483870968,266.516129032258
19960116,0,1.9,2.11935483870968,266.516129032258
19960117,0,0.5,2.11935483870968,266.516129032258
19960118,0,0.2,2.11935483870968,266.516129032258
19960119,0,-0.6,2.11935483870968,266.516129032258
19960120,0,-1.3,2.11935483870968,266.516129032258
19960121,0,-0.2,2.11935483870968,266.516129032258
19960122,0.2,1.4,2.11935483870968,266.516129032258
19960123,4.2,0.6,2.11935483870968,266.516129032258
19960124,0,1.8,2.11935483870968,266.516129032258
19960125,0,-2,2.11935483870968,266.516129032258
19960126,0,-5.5,2.11935483870968,266.516129032258
19960127,0.4,-2.8,2.11935483870968,266.516129032258
19960128,0,1.1,2.11935483870968,266.516129032258
19960129,0,-0.9,2.11935483870968,266.516129032258
19960130,0,-1.1,2.11935483870968,266.516129032258
19960131,0,-0.4,2.11935483870968,266.516129032258
19960201,0,-0.5,1.52758620689655,425.551724137931
19960202,0,1.1,1.52758620689655,425.551724137931
19960203,0,0.8,1.52758620689655,425.551724137931
19960204,0,-1.1,1.52758620689655,425.551724137931
19960205,0,-2.6,1.52758620689655,425.551724137931
19960206,0,-2.2,1.52758620689655,425.551724137931
19960207,0,-1.6,1.52758620689655,425.551724137931
19960208,1,0,1.52758620689655,425.551724137931
19960209,0,-0.5,1.52758620689655,425.551724137931
19960210,0,4.3,1.52758620689655,425.551724137931
19960211,1.6,4.2,1.52758620689655,425.551724137931
19960212,12,4.5,1.52758620689655,425.551724137931
19960213,0.2,2,1.52758620689655,425.551724137931
19960214,0,0.4,1.52758620689655,425.551724137931
19960215,0,0.9,1.52758620689655,425.551724137931
19960216,0,4.5,1.52758620689655,425.551724137931
19960217,0.6,6.2,1.52758620689655,425.551724137931
19960218,7.2,6.1,1.52758620689655,425.551724137931
19960219,1.8,-0.2,1.52758620689655,425.551724137931
19960220,0,-2.7,1.52758620689655,425.551724137931
19960221,0,-4.4,1.52758620689655,425.551724137931
19960222,0.2,-4.4,1.52758620689655,425.551724137931
19960223,0,0.1,1.52758620689655,425.551724137931
19960224,1.2,4.1,1.52758620689655,425.551724137931
19960225,2.8,8.6,1.52758620689655,425.551724137931
19960226,3.8,5.3,1.52758620689655,425.551724137931
19960227,0,5,1.52758620689655,425.551724137931
19960228,0.2,3.1,1.52758620689655,425.551724137931
19960229,0,3.3,1.52758620689655,425.551724137931
19960301,0.4,4.3,4.90322580645161,945.806451612903
19960302,1.8,1.6,4.90322580645161,945.806451612903
19960303,0.2,2.1,4.90322580645161,945.806451612903
19960304,1.6,0.9,4.90322580645161,945.806451612903
19960305,0,4.5,4.90322580645161,945.806451612903
19960306,0.4,4.6,4.90322580645161,945.806451612903
19960307,0.6,3,4.90322580645161,945.806451612903
19960308,0,5.3,4.90322580645161,945.806451612903
19960309,0,6.4,4.90322580645161,945.806451612903
19960310,0,3.6,4.90322580645161,945.806451612903
19960311,0,2.2,4.90322580645161,945.806451612903
19960312,0,-0.9,4.90322580645161,945.806451612903
19960313,0,-0.8,4.90322580645161,945.806451612903
19960314,0,3.3,4.90322580645161,945.806451612903
19960315,0,7.1,4.90322580645161,945.806451612903
19960316,0,6.6,4.90322580645161,945.806451612903
19960317,0,6.6,4.90322580645161,945.806451612903
19960318,0,7.5,4.90322580645161,945.806451612903
19960319,0,7.2,4.90322580645161,945.806451612903
19960320,3.8,6.9,4.90322580645161,945.806451612903
19960321,10,8,4.90322580645161,945.806451612903
19960322,6,8.3,4.90322580645161,945.806451612903
19960323,0,11.6,4.90322580645161,945.806451612903
19960324,0,11.8,4.90322580645161,945.806451612903
19960325,0.4,10,4.90322580645161,945.806451612903
19960326,0.4,6.7,4.90322580645161,945.806451612903
19960327,0,2.4,4.90322580645161,945.806451612903
19960328,0.2,2.1,4.90322580645161,945.806451612903
19960329,0.2,4.1,4.90322580645161,945.806451612903
19960330,0.6,3.5,4.90322580645161,945.806451612903
19960331,0.2,1.5,4.90322580645161,945.806451612903
19960401,0,2.6,9.36666666666667,1595.03333333333
19960402,0,1.5,9.36666666666667,1595.03333333333
19960403,0,2.7,9.36666666666667,1595.03333333333
19960404,0,3.5,9.36666666666667,1595.03333333333
19960405,0,6.1,9.36666666666667,1595.03333333333
19960406,0,8.4,9.36666666666667,1595.03333333333
19960407,0,4.9,9.36666666666667,1595.03333333333
19960408,0,9.4,9.36666666666667,1595.03333333333
19960409,0,11,9.36666666666667,1595.03333333333
19960410,0.6,10.4,9.36666666666667,1595.03333333333
19960411,1.2,10.7,9.36666666666667,1595.03333333333
19960412,1.8,6.8,9.36666666666667,1595.03333333333
19960413,0,8.1,9.36666666666667,1595.03333333333
19960414,0,7.2,9.36666666666667,1595.03333333333
19960415,0,9.4,9.36666666666667,1595.03333333333
19960416,0,10.7,9.36666666666667,1595.03333333333
19960417,0,10.3,9.36666666666667,1595.03333333333
19960418,0,9.8,9.36666666666667,1595.03333333333
19960419,0,12.7,9.36666666666667,1595.03333333333
19960420,0,15.9,9.36666666666667,1595.03333333333
19960421,0,14.6,9.36666666666667,1595.03333333333
19960422,0.2,17.5,9.36666666666667,1595.03333333333
19960423,0,15,9.36666666666667,1595.03333333333
19960424,1.8,8.9,9.36666666666667,1595.03333333333
19960425,0,8,9.36666666666667,1595.03333333333
19960426,0,9.7,9.36666666666667,1595.03333333333
19960427,0,13.8,9.36666666666667,1595.03333333333
19960428,0,14.3,9.36666666666667,1595.03333333333
19960429,0,9.2,9.36666666666667,1595.03333333333
19960430,0,7.9,9.36666666666667,1595.03333333333
19960501,1,12.1,10.6548387096774,1358.25806451613
19960502,10.8,10.9,10.6548387096774,1358.25806451613
19960503,0.4,8.4,10.6548387096774,1358.25806451613
19960504,0,7.2,10.6548387096774,1358.25806451613
19960505,0,6.1,10.6548387096774,1358.25806451613
19960506,0,8.5,10.6548387096774,1358.25806451613
19960507,4,10.8,10.6548387096774,1358.25806451613
19960508,9,8.3,10.6548387096774,1358.25806451613
19960509,0,8.1,10.6548387096774,1358.25806451613
19960510,0,7.3,10.6548387096774,1358.25806451613
19960511,0,8,10.6548387096774,1358.25806451613
19960512,0,9.1,10.6548387096774,1358.25806451613
19960513,0,7.9,10.6548387096774,1358.25806451613
19960514,11.4,8.4,10.6548387096774,1358.25806451613
19960515,0,9,10.6548387096774,1358.25806451613
19960516,3.6,6.9,10.6548387096774,1358.25806451613
19960517,3.6,11.3,10.6548387096774,1358.25806451613
19960518,2.8,14.5,10.6548387096774,1358.25806451613
19960519,0.4,12.2,10.6548387096774,1358.25806451613
19960520,2.6,9.5,10.6548387096774,1358.25806451613
19960521,3.4,9.9,10.6548387096774,1358.25806451613
19960522,1.4,9.5,10.6548387096774,1358.25806451613
19960523,0,13.8,10.6548387096774,1358.25806451613
19960524,0,16.1,10.6548387096774,1358.25806451613
19960525,7.8,13,10.6548387096774,1358.25806451613
19960526,6.8,10.4,10.6548387096774,1358.25806451613
19960527,1.2,12.9,10.6548387096774,1358.25806451613
19960528,0,10,10.6548387096774,1358.25806451613
19960529,0,15.5,10.6548387096774,1358.25806451613
19960530,0,18.8,10.6548387096774,1358.25806451613
19960531,3.6,15.9,10.6548387096774,1358.25806451613
19960601,0,13.6,15.74,2054.83333333333
19960602,0,12.9,15.74,2054.83333333333
19960603,0,14.3,15.74,2054.83333333333
19960604,0,15.8,15.74,2054.83333333333
19960605,0,18.8,15.74,2054.83333333333
19960606,0,21.9,15.74,2054.83333333333
19960607,0.4,24,15.74,2054.83333333333
19960608,0,21.6,15.74,2054.83333333333
19960609,0,17.1,15.74,2054.83333333333
19960610,29,20.5,15.74,2054.83333333333
19960611,0,19.1,15.74,2054.83333333333
19960612,0,17.8,15.74,2054.83333333333
19960613,0,13.8,15.74,2054.83333333333
19960614,0,13.3,15.74,2054.83333333333
19960615,0,15.3,15.74,2054.83333333333
19960616,0,15.8,15.74,2054.83333333333
19960617,0,17.7,15.74,2054.83333333333
19960618,0,16.5,15.74,2054.83333333333
19960619,3.6,12.8,15.74,2054.83333333333
19960620,5.8,12.8,15.74,2054.83333333333
19960621,0,12.4,15.74,2054.83333333333
19960622,7.8,11,15.74,2054.83333333333
19960623,0,11.8,15.74,2054.83333333333
19960624,1,11.4,15.74,2054.83333333333
19960625,0,12.8,15.74,2054.83333333333
19960626,0,15.1,15.74,2054.83333333333
19960627,0,16.5,15.74,2054.83333333333
19960628,1.6,17.8,15.74,2054.83333333333
19960629,0.2,14,15.74,2054.83333333333
19960630,0.8,14,15.74,2054.83333333333
19960701,2.4,14.4,16.7032258064516,1941
19960702,1.2,13.7,16.7032258064516,1941
19960703,2.8,14.3,16.7032258064516,1941
19960704,1,17.4,16.7032258064516,1941
19960705,4.6,14,16.7032258064516,1941
19960706,0.2,12.8,16.7032258064516,1941
19960707,0,11.6,16.7032258064516,1941
19960708,0,13.4,16.7032258064516,1941
19960709,1.4,12.9,16.7032258064516,1941
19960710,0,16.7,16.7032258064516,1941
19960711,0,18.1,16.7032258064516,1941
19960712,0,15.9,16.7032258064516,1941
19960713,0,19,16.7032258064516,1941
19960714,0,17,16.7032258064516,1941
19960715,0,20.4,16.7032258064516,1941
19960716,0,14.9,16.7032258064516,1941
19960717,0,16.2,16.7032258064516,1941
19960718,0,16,16.7032258064516,1941
19960719,0,16.1,16.7032258064516,1941
19960720,0,18.3,16.7032258064516,1941
19960721,0,19.2,16.7032258064516,1941
19960722,0,20.2,16.7032258064516,1941
19960723,0,22.7,16.7032258064516,1941
19960724,0.6,17.3,16.7032258064516,1941
19960725,0,12.9,16.7032258064516,1941
19960726,0,19.3,16.7032258064516,1941
19960727,0,18.6,16.7032258064516,1941
19960728,0,19.6,16.7032258064516,1941
19960729,0.8,19.7,16.7032258064516,1941
19960730,0,18,16.7032258064516,1941
19960731,0,17.2,16.7032258064516,1941
19960801,0,18.5,17.3354838709677,1530.16129032258
19960802,0,15.8,17.3354838709677,1530.16129032258
19960803,0,18.7,17.3354838709677,1530.16129032258
19960804,0,17,17.3354838709677,1530.16129032258
19960805,0.2,19.1,17.3354838709677,1530.16129032258
19960806,6,20.7,17.3354838709677,1530.16129032258
19960807,0,13.4,17.3354838709677,1530.16129032258
19960808,0,16.1,17.3354838709677,1530.16129032258
19960809,0,19.8,17.3354838709677,1530.16129032258
19960810,6.4,18.6,17.3354838709677,1530.16129032258
19960811,7.8,17.6,17.3354838709677,1530.16129032258
19960812,9,15.8,17.3354838709677,1530.16129032258
19960813,13.8,15.2,17.3354838709677,1530.16129032258
19960814,0,19.5,17.3354838709677,1530.16129032258
19960815,0,19.2,17.3354838709677,1530.16129032258
19960816,0.2,16.5,17.3354838709677,1530.16129032258
19960817,0,19,17.3354838709677,1530.16129032258
19960818,0,19.9,17.3354838709677,1530.16129032258
19960819,0,20.9,17.3354838709677,1530.16129032258
19960820,10.2,21.4,17.3354838709677,1530.16129032258
19960821,0,19.5,17.3354838709677,1530.16129032258
19960822,0,17.8,17.3354838709677,1530.16129032258
19960823,0.4,18.5,17.3354838709677,1530.16129032258
19960824,10,15.6,17.3354838709677,1530.16129032258
19960825,2,16,17.3354838709677,1530.16129032258
19960826,0,15.5,17.3354838709677,1530.16129032258
19960827,33.2,15.2,17.3354838709677,1530.16129032258
19960828,1.2,14.7,17.3354838709677,1530.16129032258
19960829,29.2,12.5,17.3354838709677,1530.16129032258
19960830,0.2,15.5,17.3354838709677,1530.16129032258
19960831,1.8,13.9,17.3354838709677,1530.16129032258
19960901,0,12.7,12.8466666666667,1180.4
19960902,0,13,12.8466666666667,1180.4
19960903,0,14.6,12.8466666666667,1180.4
19960904,0,16.5,12.8466666666667,1180.4
19960905,0,14.1,12.8466666666667,1180.4
19960906,0,13.4,12.8466666666667,1180.4
19960907,0,14.1,12.8466666666667,1180.4
19960908,0,11.9,12.8466666666667,1180.4
19960909,0,13.2,12.8466666666667,1180.4
19960910,0.2,12.7,12.8466666666667,1180.4
19960911,0.2,13.7,12.8466666666667,1180.4
19960912,2.8,12.6,12.8466666666667,1180.4
19960913,0.8,11.9,12.8466666666667,1180.4
19960914,0,14,12.8466666666667,1180.4
19960915,0,11.5,12.8466666666667,1180.4
19960916,0,12.2,12.8466666666667,1180.4
19960917,0,12.4,12.8466666666667,1180.4
19960918,0,11,12.8466666666667,1180.4
19960919,1.6,12.5,12.8466666666667,1180.4
19960920,1.4,12.2,12.8466666666667,1180.4
19960921,0,10.3,12.8466666666667,1180.4
19960922,0,8.7,12.8466666666667,1180.4
19960923,0,10.5,12.8466666666667,1180.4
19960924,0,10.2,12.8466666666667,1180.4
19960925,0.4,12.6,12.8466666666667,1180.4
19960926,2.4,12.1,12.8466666666667,1180.4
19960927,2.4,15.4,12.8466666666667,1180.4
19960928,0,13.4,12.8466666666667,1180.4
19960929,0,14.2,12.8466666666667,1180.4
19960930,3.6,17.8,12.8466666666667,1180.4
19961001,6.6,11.2,10.7225806451613,713.451612903226
19961002,0.8,9.6,10.7225806451613,713.451612903226
19961003,0,10.2,10.7225806451613,713.451612903226
19961004,0.4,13.1,10.7225806451613,713.451612903226
19961005,0.6,9.9,10.7225806451613,713.451612903226
19961006,0,9.5,10.7225806451613,713.451612903226
19961007,0,7.8,10.7225806451613,713.451612903226
19961008,0,8.7,10.7225806451613,713.451612903226
19961009,1.2,12.4,10.7225806451613,713.451612903226
19961010,0.4,12.1,10.7225806451613,713.451612903226
19961011,0,10.2,10.7225806451613,713.451612903226
19961012,0.4,11,10.7225806451613,713.451612903226
19961013,0,13,10.7225806451613,713.451612903226
19961014,4.2,14.2,10.7225806451613,713.451612903226
19961015,2,13.6,10.7225806451613,713.451612903226
19961016,0.4,9.5,10.7225806451613,713.451612903226
19961017,5.4,7.2,10.7225806451613,713.451612903226
19961018,3.2,9.5,10.7225806451613,713.451612903226
19961019,0.2,12.8,10.7225806451613,713.451612903226
19961020,1.6,13,10.7225806451613,713.451612903226
19961021,0.2,13.7,10.7225806451613,713.451612903226
19961022,0.2,9.9,10.7225806451613,713.451612903226
19961023,0,9.9,10.7225806451613,713.451612903226
19961024,0.2,11.1,10.7225806451613,713.451612903226
19961025,0.4,11.3,10.7225806451613,713.451612903226
19961026,0.2,11.7,10.7225806451613,713.451612903226
19961027,0.6,9.8,10.7225806451613,713.451612903226
19961028,3,13.4,10.7225806451613,713.451612903226
19961029,2.8,8.7,10.7225806451613,713.451612903226
19961030,0,6.9,10.7225806451613,713.451612903226
19961031,4.6,7.5,10.7225806451613,713.451612903226
19961101,0,12.3,5.61333333333333,331.633333333333
19961102,0,13,5.61333333333333,331.633333333333
19961103,0,12.7,5.61333333333333,331.633333333333
19961104,8,12.2,5.61333333333333,331.633333333333
19961105,0.2,9.2,5.61333333333333,331.633333333333
19961106,5.8,9.7,5.61333333333333,331.633333333333
19961107,3.2,10.6,5.61333333333333,331.633333333333
19961108,0,8.1,5.61333333333333,331.633333333333
19961109,3.8,8.1,5.61333333333333,331.633333333333
19961110,2,6.9,5.61333333333333,331.633333333333
19961111,10.6,5.8,5.61333333333333,331.633333333333
19961112,0.8,7.3,5.61333333333333,331.633333333333
19961113,0.2,7.3,5.61333333333333,331.633333333333
19961114,0,4.5,5.61333333333333,331.633333333333
19961115,0,1.2,5.61333333333333,331.633333333333
19961116,0,2.9,5.61333333333333,331.633333333333
19961117,0,-0.2,5.61333333333333,331.633333333333
19961118,0.8,3.4,5.61333333333333,331.633333333333
19961119,6.8,2.5,5.61333333333333,331.633333333333
19961120,16,5.6,5.61333333333333,331.633333333333
19961121,0,3,5.61333333333333,331.633333333333
19961122,0.4,0.6,5.61333333333333,331.633333333333
19961123,7.8,-0.5,5.61333333333333,331.633333333333
19961124,8.4,-0.5,5.61333333333333,331.633333333333
19961125,6,4.8,5.61333333333333,331.633333333333
19961126,2.4,5.5,5.61333333333333,331.633333333333
19961127,0,1.4,5.61333333333333,331.633333333333
19961128,1,1.4,5.61333333333333,331.633333333333
19961129,15.2,3.8,5.61333333333333,331.633333333333
19961130,1.6,5.8,5.61333333333333,331.633333333333
19961201,1.2,4.1,1.26451612903226,224.258064516129
19961202,0.2,7.1,1.26451612903226,224.258064516129
19961203,13.6,5.6,1.26451612903226,224.258064516129
19961204,0,6.8,1.26451612903226,224.258064516129
19961205,0.8,5.5,1.26451612903226,224.258064516129
19961206,1.6,6,1.26451612903226,224.258064516129
19961207,0,3.3,1.26451612903226,224.258064516129
19961208,0,0.4,1.26451612903226,224.258064516129
19961209,0,-0.3,1.26451612903226,224.258064516129
19961210,0,-0.6,1.26451612903226,224.258064516129
19961211,0,-0.6,1.26451612903226,224.258064516129
19961212,3,1.2,1.26451612903226,224.258064516129
19961213,3.8,1.6,1.26451612903226,224.258064516129
19961214,0,0.8,1.26451612903226,224.258064516129
19961215,0.8,0.6,1.26451612903226,224.258064516129
19961216,0.2,3.3,1.26451612903226,224.258064516129
19961217,6.8,3.7,1.26451612903226,224.258064516129
19961218,7.8,7.8,1.26451612903226,224.258064516129
19961219,2.6,8.8,1.26451612903226,224.258064516129
19961220,10,6.7,1.26451612903226,224.258064516129
19961221,0,3.7,1.26451612903226,224.258064516129
19961222,3.6,2.8,1.26451612903226,224.258064516129
19961223,1.2,-1.2,1.26451612903226,224.258064516129
19961224,0,-3.1,1.26451612903226,224.258064516129
19961225,0,-3.8,1.26451612903226,224.258064516129
19961226,0,-3.8,1.26451612903226,224.258064516129
19961227,0,-5.3,1.26451612903226,224.258064516129
19961228,0,-7,1.26451612903226,224.258064516129
19961229,1.4,-5,1.26451612903226,224.258064516129
19961230,0.2,-1.8,1.26451612903226,224.258064516129
19961231,0,-8.1,1.26451612903226,224.258064516129
19970101,0,-11,-0.619354838709678,282.387096774194
19970102,0,-8.7,-0.619354838709678,282.387096774194
19970103,0,-7.4,-0.619354838709678,282.387096774194
19970104,0,-5.1,-0.619354838709678,282.387096774194
19970105,0,-3.4,-0.619354838709678,282.387096774194
19970106,0,-5.6,-0.619354838709678,282.387096774194
19970107,0,-5.2,-0.619354838709678,282.387096774194
19970108,0.4,-2.8,-0.619354838709678,282.387096774194
19970109,0.2,-1.7,-0.619354838709678,282.387096774194
19970110,0,-5.4,-0.619354838709678,282.387096774194
19970111,0,-3.5,-0.619354838709678,282.387096774194
19970112,0,-0.8,-0.619354838709678,282.387096774194
19970113,0,-1,-0.619354838709678,282.387096774194
19970114,0,-0.8,-0.619354838709678,282.387096774194
19970115,0,-1.1,-0.619354838709678,282.387096774194
19970116,0,0.6,-0.619354838709678,282.387096774194
19970117,0.2,2.3,-0.619354838709678,282.387096774194
19970118,2.2,2.6,-0.619354838709678,282.387096774194
19970119,0,4.8,-0.619354838709678,282.387096774194
19970120,0.2,3,-0.619354838709678,282.387096774194
19970121,0,3.9,-0.619354838709678,282.387096774194
19970122,0,6.9,-0.619354838709678,282.387096774194
19970123,0.6,3,-0.619354838709678,282.387096774194
19970124,0.8,5.7,-0.619354838709678,282.387096774194
19970125,0,7.3,-0.619354838709678,282.387096774194
19970126,0,0.3,-0.619354838709678,282.387096774194
19970127,0,0.4,-0.619354838709678,282.387096774194
19970128,0,0.3,-0.619354838709678,282.387096774194
19970129,0,2.4,-0.619354838709678,282.387096774194
19970130,0,0.5,-0.619354838709678,282.387096774194
19970131,0,0.3,-0.619354838709678,282.387096774194
19970201,0,2.2,6.40357142857143,488.607142857143
19970202,0.2,-0.8,6.40357142857143,488.607142857143
19970203,0,1.2,6.40357142857143,488.607142857143
19970204,10.6,4,6.40357142857143,488.607142857143
19970205,0.8,4.8,6.40357142857143,488.607142857143
19970206,0,4.3,6.40357142857143,488.607142857143
19970207,0,5.2,6.40357142857143,488.607142857143
19970208,1.8,6.4,6.40357142857143,488.607142857143
19970209,0,8,6.40357142857143,488.607142857143
19970210,3,7.6,6.40357142857143,488.607142857143
19970211,4.2,6.5,6.40357142857143,488.607142857143
19970212,8.6,9.3,6.40357142857143,488.607142857143
19970213,0.8,6.1,6.40357142857143,488.607142857143
19970214,9.6,3.3,6.40357142857143,488.607142857143
19970215,0,4.3,6.40357142857143,488.607142857143
19970216,1.8,3.1,6.40357142857143,488.607142857143
19970217,4.2,6.6,6.40357142857143,488.607142857143
19970218,4.4,8.6,6.40357142857143,488.607142857143
19970219,0.2,6,6.40357142857143,488.607142857143
19970220,0,8.2,6.40357142857143,488.607142857143
19970221,0.2,9.5,6.40357142857143,488.607142857143
19970222,0,10,6.40357142857143,488.607142857143
19970223,0,7.9,6.40357142857143,488.607142857143
19970224,11.6,10.8,6.40357142857143,488.607142857143
19970225,0.4,11.1,6.40357142857143,488.607142857143
19970226,2,8.6,6.40357142857143,488.607142857143
19970227,0,6.6,6.40357142857143,488.607142857143
19970228,0,9.9,6.40357142857143,488.607142857143
19970301,0,10.1,8.90967741935484,946.161290322581
19970302,2.4,9.6,8.90967741935484,946.161290322581
19970303,4.2,8.9,8.90967741935484,946.161290322581
19970304,0.8,11.6,8.90967741935484,946.161290322581
19970305,1.4,8,8.90967741935484,946.161290322581
19970306,0.2,8.8,8.90967741935484,946.161290322581
19970307,0.2,10,8.90967741935484,946.161290322581
19970308,0.2,8.6,8.90967741935484,946.161290322581
19970309,0.2,9.7,8.90967741935484,946.161290322581
19970310,0.2,9.4,8.90967741935484,946.161290322581
19970311,0,10.1,8.90967741935484,946.161290322581
19970312,0.2,11.3,8.90967741935484,946.161290322581
19970313,0,9.9,8.90967741935484,946.161290322581
19970314,0.4,8.4,8.90967741935484,946.161290322581
19970315,0.4,7.8,8.90967741935484,946.161290322581
19970316,0,11.1,8.90967741935484,946.161290322581
19970317,0.2,10.6,8.90967741935484,946.161290322581
19970318,0.8,7.8,8.90967741935484,946.161290322581
19970319,1,7.7,8.90967741935484,946.161290322581
19970320,0.2,6.1,8.90967741935484,946.161290322581
19970321,0,7.6,8.90967741935484,946.161290322581
19970322,0.2,5.1,8.90967741935484,946.161290322581
19970323,0.2,6.2,8.90967741935484,946.161290322581
19970324,0,8.1,8.90967741935484,946.161290322581
19970325,0.4,9.4,8.90967741935484,946.161290322581
19970326,0.2,9.2,8.90967741935484,946.161290322581
19970327,0,13.3,8.90967741935484,946.161290322581
19970328,0,9,8.90967741935484,946.161290322581
19970329,0,5.1,8.90967741935484,946.161290322581
19970330,0,8.3,8.90967741935484,946.161290322581
19970331,0,9.4,8.90967741935484,946.161290322581
19970401,0,11,8.28666666666667,1648.2
19970402,0,11.3,8.28666666666667,1648.2
19970403,1.4,7.6,8.28666666666667,1648.2
19970404,0,5.9,8.28666666666667,1648.2
19970405,0,7.2,8.28666666666667,1648.2
19970406,0,9.2,8.28666666666667,1648.2
19970407,0,6.5,8.28666666666667,1648.2
19970408,0,7.9,8.28666666666667,1648.2
19970409,0,11.1,8.28666666666667,1648.2
19970410,0,11.5,8.28666666666667,1648.2
19970411,0,8.2,8.28666666666667,1648.2
19970412,0,4.9,8.28666666666667,1648.2
19970413,0,5.5,8.28666666666667,1648.2
19970414,0,8.5,8.28666666666667,1648.2
19970415,0,7.8,8.28666666666667,1648.2
19970416,0,5.2,8.28666666666667,1648.2
19970417,0,7.7,8.28666666666667,1648.2
19970418,0,7.8,8.28666666666667,1648.2
19970419,0,7.1,8.28666666666667,1648.2
19970420,0,5.2,8.28666666666667,1648.2
19970421,0,5,8.28666666666667,1648.2
19970422,0,6.3,8.28666666666667,1648.2
19970423,0,5.8,8.28666666666667,1648.2
19970424,0,8.8,8.28666666666667,1648.2
19970425,5.2,9.6,8.28666666666667,1648.2
19970426,5.4,11.4,8.28666666666667,1648.2
19970427,2.8,10.5,8.28666666666667,1648.2
19970428,0.8,10.4,8.28666666666667,1648.2
19970429,0,11.9,8.28666666666667,1648.2
19970430,0,11.8,8.28666666666667,1648.2
19970501,0.2,13,13.1483870967742,1950.87096774194
19970502,0,15.4,13.1483870967742,1950.87096774194
19970503,0.2,17.2,13.1483870967742,1950.87096774194
19970504,1.4,15.3,13.1483870967742,1950.87096774194
19970505,4.2,14.9,13.1483870967742,1950.87096774194
19970506,6.4,7.4,13.1483870967742,1950.87096774194
19970507,0.4,3.8,13.1483870967742,1950.87096774194
19970508,6.4,6.4,13.1483870967742,1950.87096774194
19970509,2.8,10,13.1483870967742,1950.87096774194
19970510,1.6,11.1,13.1483870967742,1950.87096774194
19970511,0.2,12.8,13.1483870967742,1950.87096774194
19970512,2.2,12.4,13.1483870967742,1950.87096774194
19970513,10.2,13.8,13.1483870967742,1950.87096774194
19970514,1,13.6,13.1483870967742,1950.87096774194
19970515,0,15.2,13.1483870967742,1950.87096774194
19970516,0,20,13.1483870967742,1950.87096774194
19970517,7.4,19.4,13.1483870967742,1950.87096774194
19970518,4,17.3,13.1483870967742,1950.87096774194
19970519,0.2,15.8,13.1483870967742,1950.87096774194
19970520,7.2,13.6,13.1483870967742,1950.87096774194
19970521,5.2,13.4,13.1483870967742,1950.87096774194
19970522,0,11.7,13.1483870967742,1950.87096774194
19970523,0,11,13.1483870967742,1950.87096774194
19970524,0,10.6,13.1483870967742,1950.87096774194
19970525,0,12,13.1483870967742,1950.87096774194
19970526,0,13.1,13.1483870967742,1950.87096774194
19970527,0,13,13.1483870967742,1950.87096774194
19970528,0,10.6,13.1483870967742,1950.87096774194
19970529,0,13.9,13.1483870967742,1950.87096774194
19970530,0,15,13.1483870967742,1950.87096774194
19970531,0,14.9,13.1483870967742,1950.87096774194
19970601,0,11.4,15.94,1776.43333333333
19970602,0,16.2,15.94,1776.43333333333
19970603,0,17.4,15.94,1776.43333333333
19970604,0,16.7,15.94,1776.43333333333
19970605,0.2,18.7,15.94,1776.43333333333
19970606,0,20.7,15.94,1776.43333333333
19970607,13.2,20.2,15.94,1776.43333333333
19970608,0.2,19.2,15.94,1776.43333333333
19970609,0,16.7,15.94,1776.43333333333
19970610,0,20,15.94,1776.43333333333
19970611,22.4,19.9,15.94,1776.43333333333
19970612,3.2,17.5,15.94,1776.43333333333
19970613,4,16.9,15.94,1776.43333333333
19970614,4.2,16.2,15.94,1776.43333333333
19970615,0.2,14.1,15.94,1776.43333333333
19970616,1.4,16.7,15.94,1776.43333333333
19970617,0,15.5,15.94,1776.43333333333
19970618,0,14,15.94,1776.43333333333
19970619,4,14.6,15.94,1776.43333333333
19970620,2.6,14.1,15.94,1776.43333333333
19970621,15,15,15.94,1776.43333333333
19970622,12.2,13.7,15.94,1776.43333333333
19970623,1,15.3,15.94,1776.43333333333
19970624,1.2,14.2,15.94,1776.43333333333
19970625,7.6,11.7,15.94,1776.43333333333
